#isolate	predicted_serotype	attributes	genes_identified	locus_location	region_I_genes	region_II_genes	region_III_genes	IS1016_hits
SRX6601746	type_f	full_gene_complement	bexA,bexB,bexC,bexD,fcs1,fcs2,fcs3,hcsA,hcsB	gnl|contig00001|SRX6601746 len=1150205 cov=86.3 corr=0 origname=Contig_9_86.2532_pilon sw=shovill-skesa/1.1.0 date=20201228:400683-413108	4/4	3/3	2/2	0
SRX6601747	cap_not_found	-	-	-	-	-	-	-
SRX6601748	cap_not_found	-	-	-	-	-	-	-
SRX6601749	type_f	full_gene_complement	bexA,bexB,bexC,bexD,fcs1,fcs2,fcs3,hcsA,hcsB	gnl|contig00001|SRX6601749 len=1041510 cov=85.0 corr=0 origname=Contig_13_85.0023_pilon sw=shovill-skesa/1.1.0 date=20201226:292169-304594	4/4	3/3	2/2	0
SRX6601750	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00001|SRX6601750 len=1141524 cov=85.1 corr=0 origname=Contig_7_85.1351_pilon sw=shovill-skesa/1.1.0 date=20201228:728381-740806	4/4	3/3	2/2	0
SRX6601752	cap_not_found	-	-	-	-	-	-	-
SRX6601753	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00001|SRX6601753 len=979889 cov=83.6 corr=0 origname=Contig_10_83.5731_pilon sw=shovill-skesa/1.1.0 date=20201227:675345-687770	4/4	3/3	2/2	0
SRX6601754	cap_not_found	-	-	-	-	-	-	-
SRX6601755	type_f	full_gene_complement	bexA,bexB,bexC,bexD,fcs1,fcs2,fcs3,hcsA,hcsB	gnl|contig00001|SRX6601755 len=1041732 cov=82.1 corr=0 origname=Contig_13_82.0664_pilon sw=shovill-skesa/1.1.0 date=20210103:292120-304545	4/4	3/3	2/2	0
SRX6601756	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00002|SRX6601756 len=285659 cov=86.7 corr=0 origname=Contig_4_86.6946_pilon sw=shovill-skesa/1.1.0 date=20201228:26056-44120	4/4	8/8	2/2	0
SRX6601757	type_b	full_gene_complement,fragmented_locus	bexA;bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB	gnl|contig00034|SRX6601757 len=724 cov=81.3 corr=0 origname=Contig_5_81.2969_pilon sw=shovill-skesa/1.1.0 date=20210103:181-723;gnl|contig00018|SRX6601757 len=17356 cov=154.1 corr=0 origname=Contig_33_154.149_pilon sw=shovill-skesa/1.1.0 date=20210103:85-15151	4/4	4/4	2/2	2
SRX6601758	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00001|SRX6601758 len=450335 cov=89.9 corr=0 origname=Contig_11_89.9079_pilon sw=shovill-skesa/1.1.0 date=20201226:25407-43471	4/4	8/8	2/2	0
SRX6601759	type_e	full_gene_complement	bexA,bexB,bexC,bexD,ecs1,ecs2,ecs3,ecs4,ecs5,ecs6,ecs7,ecs8,hcsA,hcsB	gnl|contig00001|SRX6601759 len=1094255 cov=81.6 corr=0 origname=Contig_10_81.6073_pilon sw=shovill-skesa/1.1.0 date=20210103:294888-312952	4/4	8/8	2/2	0
SRX6601760	cap_not_found	-	-	-	-	-	-	-
SRX6601761	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00002|SRX6601761 len=455505 cov=91.1 corr=0 origname=Contig_5_91.1343_pilon sw=shovill-skesa/1.1.0 date=20210103:150946-163371	4/4	3/3	2/2	0
SRX6601762	cap_not_found	-	-	-	-	-	-	-
SRX6601763	cap_not_found	-	-	-	-	-	-	-
SRX6601764	type_a	full_gene_complement	bexA,bexB,bexC,bexD,acs1,acs2,acs3,acs4,hcsA,hcsB	gnl|contig00014|SRX6601764 len=14719 cov=164.0 corr=0 origname=Contig_7_163.994_pilon sw=shovill-skesa/1.1.0 date=20201222:181-13231	4/4	4/4	2/2	1
SRX6601765	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00001|SRX6601765 len=606532 cov=81.6 corr=0 origname=Contig_13_81.5587_pilon sw=shovill-skesa/1.1.0 date=20201225:346930-364994	4/4	8/8	2/2	0
SRX6601766	cap_not_found	-	-	-	-	-	-	-
SRX6601767	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00001|SRX6601767 len=622948 cov=86.8 corr=0 origname=Contig_11_86.8034_pilon sw=shovill-skesa/1.1.0 date=20201226:318324-330749	4/4	3/3	2/2	0
SRX6601768	cap_not_found	-	-	-	-	-	-	-
SRX6601769	type_a	full_gene_complement	bexA,bexB,bexC,bexD,acs1,acs2,acs3,acs4,hcsA,hcsB	gnl|contig00012|SRX6601769 len=14719 cov=129.5 corr=0 origname=Contig_5_129.549_pilon sw=shovill-skesa/1.1.0 date=20201227:181-13231	4/4	4/4	2/2	1
SRX6601770	cap_not_found	-	-	-	-	-	-	-
SRX6601771	cap_not_found	-	-	-	-	-	-	-
SRX6601772	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00001|SRX6601772 len=462632 cov=94.0 corr=0 origname=Contig_4_93.9812_pilon sw=shovill-skesa/1.1.0 date=20210102:26070-44134	4/4	8/8	2/2	0
SRX6601773	cap_not_found	-	-	-	-	-	-	-
SRX6601774	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00002|SRX6601774 len=455539 cov=89.5 corr=0 origname=Contig_4_89.5411_pilon sw=shovill-skesa/1.1.0 date=20201226:150951-163376	4/4	3/3	2/2	0
SRX6601775	type_b	full_gene_complement,fragmented_locus	bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB;bexA	gnl|contig00015|SRX6601775 len=17354 cov=165.9 corr=0 origname=Contig_30_165.87_pilon sw=shovill-skesa/1.1.0 date=20201224:85-15149;gnl|contig00029|SRX6601775 len=724 cov=91.5 corr=0 origname=Contig_6_91.4616_pilon sw=shovill-skesa/1.1.0 date=20201224:181-723	4/4	4/4	2/2	2
SRX6601777	cap_not_found	-	-	-	-	-	-	-
SRX6601778	cap_not_found	-	-	-	-	-	-	-
SRX6601779	cap_not_found	-	-	-	-	-	-	-
SRX6601780	type_a	full_gene_complement	bexA,bexB,bexC,bexD,acs1,acs2,acs3,acs4,hcsA,hcsB	gnl|contig00001|SRX6601780 len=608974 cov=87.8 corr=0 origname=Contig_15_87.7936_pilon sw=shovill-skesa/1.1.0 date=20201226:295401-309553	4/4	4/4	2/2	0
SRX6601781	cap_not_found	-	-	-	-	-	-	-
SRX6601782	cap_not_found	-	-	-	-	-	-	-
SRX6601783	cap_not_found	-	-	-	-	-	-	-
SRX6601785	cap_not_found	-	-	-	-	-	-	-
SRX6601786	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00001|SRX6601786 len=414983 cov=83.1 corr=0 origname=Contig_8_83.1347_pilon sw=shovill-skesa/1.1.0 date=20201225:25407-43471	4/4	8/8	2/2	0
SRX6601787	type_a	full_gene_complement	bexA,bexB,bexC,bexD,acs1,acs2,acs3,acs4,hcsA,hcsB	gnl|contig00015|SRX6601787 len=14719 cov=180.1 corr=0 origname=Contig_5_180.082_pilon sw=shovill-skesa/1.1.0 date=20201227:181-13231	4/4	4/4	2/2	1
SRX6601788	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00001|SRX6601788 len=445598 cov=85.5 corr=0 origname=Contig_10_85.4704_pilon sw=shovill-skesa/1.1.0 date=20201228:25407-43471	4/4	8/8	2/2	0
SRX6601789	cap_not_found	-	-	-	-	-	-	-
SRX6601790	type_b	full_gene_complement,fragmented_locus	bexA;bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB	gnl|contig00041|SRX6601790 len=724 cov=75.5 corr=0 origname=Contig_5_75.4673_pilon sw=shovill-skesa/1.1.0 date=20201226:181-723;gnl|contig00021|SRX6601790 len=17356 cov=156.5 corr=0 origname=Contig_41_156.477_pilon sw=shovill-skesa/1.1.0 date=20201226:85-15151	4/4	4/4	2/2	2
SRX6601791	type_a	full_gene_complement	bexA,bexB,bexC,bexD,acs1,acs2,acs3,acs4,hcsA,hcsB	gnl|contig00014|SRX6601791 len=14719 cov=146.7 corr=0 origname=Contig_8_146.669_pilon sw=shovill-skesa/1.1.0 date=20201227:181-13231	4/4	4/4	2/2	1
SRX6601792	type_a	full_gene_complement	bexA,bexB,bexC,bexD,acs1,acs2,acs3,acs4,hcsA,hcsB	gnl|contig00014|SRX6601792 len=14719 cov=134.0 corr=0 origname=Contig_9_133.951_pilon sw=shovill-skesa/1.1.0 date=20210103:181-13231	4/4	4/4	2/2	1
SRX6601793	type_a	full_gene_complement	bexA,bexB,bexC,bexD,acs1,acs2,acs3,acs4,hcsA,hcsB	gnl|contig00013|SRX6601793 len=14719 cov=76.0 corr=0 origname=Contig_7_76.0452_pilon sw=shovill-skesa/1.1.0 date=20201226:181-13231	4/4	4/4	2/2	1
SRX6601794	type_a	full_gene_complement,truncated_genes	acs3*,acs4,hcsA,hcsB,bexA,bexB,bexC,bexD,acs1,acs2,acs3*	gnl|contig00013|SRX6601794 len=15435 cov=411.0 corr=0 origname=Contig_1_411.032_Circ_pilon sw=shovill-skesa/1.1.0 date=20201223:3-15434	4/4	4/4	2/2	1
SRX6601795	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00001|SRX6601795 len=667019 cov=82.4 corr=0 origname=Contig_11_82.3866_pilon sw=shovill-skesa/1.1.0 date=20201226:407416-425480	4/4	8/8	2/2	0
SRX6601796	type_a	full_gene_complement	bexA,bexB,bexC,bexD,acs1,acs2,acs3,acs4,hcsA,hcsB	gnl|contig00016|SRX6601796 len=14719 cov=211.8 corr=0 origname=Contig_6_211.796_pilon sw=shovill-skesa/1.1.0 date=20201226:181-13231	4/4	4/4	2/2	1
SRX6601797	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00001|SRX6601797 len=492470 cov=85.3 corr=0 origname=Contig_15_85.2655_pilon sw=shovill-skesa/1.1.0 date=20210103:180174-198238	4/4	8/8	2/2	0
SRX6601798	type_a	full_gene_complement	bexA,bexB,bexC,bexD,acs1,acs2,acs3,acs4,hcsA,hcsB	gnl|contig00013|SRX6601798 len=15411 cov=154.1 corr=0 origname=Contig_5_154.053_pilon sw=shovill-skesa/1.1.0 date=20201226:873-13923	4/4	4/4	2/2	1
SRX6601799	cap_not_found	-	-	-	-	-	-	-
SRX6601800	type_e	full_gene_complement	bexA,bexB,bexC,bexD,ecs1,ecs2,ecs3,ecs4,ecs5,ecs6,ecs7,ecs8,hcsA,hcsB	gnl|contig00001|SRX6601800 len=985935 cov=85.5 corr=0 origname=Contig_8_85.4993_pilon sw=shovill-skesa/1.1.0 date=20201226:241577-259641	4/4	8/8	2/2	0
SRX6601801	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00001|SRX6601801 len=613476 cov=80.1 corr=0 origname=Contig_9_80.0661_pilon sw=shovill-skesa/1.1.0 date=20201226:353874-371938	4/4	8/8	2/2	0
SRX6601802	type_f	full_gene_complement	bexA,bexB,bexC,bexD,fcs1,fcs2,fcs3,hcsA,hcsB	gnl|contig00001|SRX6601802 len=1150259 cov=85.4 corr=0 origname=Contig_8_85.4326_pilon sw=shovill-skesa/1.1.0 date=20201223:400703-413128	4/4	3/3	2/2	0
SRX6601803	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00002|SRX6601803 len=563888 cov=91.2 corr=0 origname=Contig_6_91.2481_pilon sw=shovill-skesa/1.1.0 date=20201225:150628-163053	4/4	3/3	2/2	0
SRX6601804	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00001|SRX6601804 len=673994 cov=83.7 corr=0 origname=Contig_11_83.731_pilon sw=shovill-skesa/1.1.0 date=20201228:357987-376051	4/4	8/8	2/2	0
SRX6601805	cap_not_found	-	-	-	-	-	-	-
SRX6601806	cap_not_found	-	-	-	-	-	-	-
SRX6601807	type_f	full_gene_complement	bexA,bexB,bexC,bexD,fcs1,fcs2,fcs3,hcsA,hcsB	gnl|contig00001|SRX6601807 len=1190349 cov=84.3 corr=0 origname=Contig_9_84.2932_pilon sw=shovill-skesa/1.1.0 date=20201223:400619-413044	4/4	3/3	2/2	0
SRX6601808	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00001|SRX6601808 len=1032663 cov=82.4 corr=0 origname=Contig_11_82.3568_pilon sw=shovill-skesa/1.1.0 date=20201225:773014-791078	4/4	8/8	2/2	0
SRX6601809	cap_not_found	-	-	-	-	-	-	-
SRX6601810	cap_not_found	-	-	-	-	-	-	-
SRX6601811	type_a	full_gene_complement	bexA,bexB,bexC,bexD,acs1,acs2,acs3,acs4,hcsA,hcsB	gnl|contig00001|SRX6601811 len=609070 cov=90.9 corr=0 origname=Contig_16_90.9054_pilon sw=shovill-skesa/1.1.0 date=20201227:295443-309595	4/4	4/4	2/2	0
SRX6601812	cap_not_found	-	-	-	-	-	-	-
SRX6601813	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00001|SRX6601813 len=1034910 cov=84.6 corr=0 origname=Contig_10_84.5791_pilon sw=shovill-skesa/1.1.0 date=20201226:718763-736827	4/4	8/8	2/2	0
SRX6601814	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00002|SRX6601814 len=564114 cov=90.4 corr=0 origname=Contig_4_90.392_pilon sw=shovill-skesa/1.1.0 date=20201225:150939-163364	4/4	3/3	2/2	0
SRX6601815	cap_not_found	-	-	-	-	-	-	-
SRX6601816	cap_not_found	-	-	-	-	-	-	-
SRX6601817	cap_not_found	-	-	-	-	-	-	-
SRX6601818	cap_not_found	-	-	-	-	-	-	-
SRX6601819	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00001|SRX6601819 len=1088019 cov=85.2 corr=0 origname=Contig_13_85.2194_pilon sw=shovill-skesa/1.1.0 date=20201226:674719-687144	4/4	3/3	2/2	0
SRX6601821	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00002|SRX6601821 len=318925 cov=90.5 corr=0 origname=Contig_9_90.4836_pilon sw=shovill-skesa/1.1.0 date=20201227:14376-26801	4/4	3/3	2/2	0
SRX6601822	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00001|SRX6601822 len=904526 cov=75.4 corr=0 origname=Contig_10_75.405_pilon sw=shovill-skesa/1.1.0 date=20201228:644892-662953	4/4	8/8	2/2	0
SRX6601823	cap_not_found	-	-	-	-	-	-	-
SRX6601824	cap_not_found	-	-	-	-	-	-	-
SRX6601826	type_a	full_gene_complement	bexA,bexB,bexC,bexD,acs1,acs2,acs3,acs4,hcsA,hcsB	gnl|contig00014|SRX6601826 len=14719 cov=72.7 corr=0 origname=Contig_6_72.7413_pilon sw=shovill-skesa/1.1.0 date=20201227:181-13231	4/4	4/4	2/2	1
SRX6601827	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00001|SRX6601827 len=788064 cov=83.2 corr=0 origname=Contig_15_83.1555_pilon sw=shovill-skesa/1.1.0 date=20210103:471784-489848	4/4	8/8	2/2	0
SRX6601828	cap_not_found	-	-	-	-	-	-	-
SRX6601829	type_f	full_gene_complement	bexA,bexB,bexC,bexD,fcs1,fcs2,fcs3,hcsA,hcsB	gnl|contig00001|SRX6601829 len=1041083 cov=83.3 corr=0 origname=Contig_13_83.2725_pilon sw=shovill-skesa/1.1.0 date=20201227:292168-304593	4/4	3/3	2/2	0
SRX6601830	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00001|SRX6601830 len=613595 cov=75.0 corr=0 origname=Contig_9_74.9844_pilon sw=shovill-skesa/1.1.0 date=20201224:353994-372058	4/4	8/8	2/2	0
SRX6601832	cap_not_found	-	-	-	-	-	-	-
SRX6601833	cap_not_found	-	-	-	-	-	-	-
SRX6601834	cap_not_found	-	-	-	-	-	-	-
SRX6601835	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00001|SRX6601835 len=1088372 cov=78.5 corr=0 origname=Contig_10_78.4901_pilon sw=shovill-skesa/1.1.0 date=20201225:675203-687628	4/4	3/3	2/2	0
SRX6601836	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00001|SRX6601836 len=1141639 cov=82.1 corr=0 origname=Contig_8_82.0822_pilon sw=shovill-skesa/1.1.0 date=20201224:728212-740637	4/4	3/3	2/2	0
SRX6601837	type_b	full_gene_complement,fragmented_locus	bexA;bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB	gnl|contig00029|SRX6601837 len=724 cov=76.0 corr=0 origname=Contig_7_76.0199_pilon sw=shovill-skesa/1.1.0 date=20201228:181-723;gnl|contig00016|SRX6601837 len=17330 cov=167.2 corr=0 origname=Contig_31_167.232_pilon sw=shovill-skesa/1.1.0 date=20201228:85-15125	4/4	4/4	2/2	2
SRX6601839	cap_not_found	-	-	-	-	-	-	-
SRX6601840	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00001|SRX6601840 len=979603 cov=83.5 corr=0 origname=Contig_12_83.4605_pilon sw=shovill-skesa/1.1.0 date=20201225:675003-687428	4/4	3/3	2/2	0
SRX6601841	cap_not_found	-	-	-	-	-	-	-
SRX6601842	type_e	full_gene_complement	bexA,bexB,bexC,bexD,ecs1,ecs2,ecs3,ecs4,ecs5,ecs6,ecs7,ecs8,hcsA,hcsB	gnl|contig00001|SRX6601842 len=414539 cov=84.9 corr=0 origname=Contig_7_84.8503_pilon sw=shovill-skesa/1.1.0 date=20210102:371388-389452	4/4	8/8	2/2	0
SRX6601843	cap_not_found	-	-	-	-	-	-	-
SRX6601844	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00002|SRX6601844 len=338285 cov=86.0 corr=0 origname=Contig_9_86.0245_pilon sw=shovill-skesa/1.1.0 date=20210103:25407-43471	4/4	8/8	2/2	0
SRX6601845	type_a	full_gene_complement	bexA,bexB,bexC,bexD,acs1,acs2,acs3,acs4,hcsA,hcsB	gnl|contig00016|SRX6601845 len=14719 cov=104.8 corr=0 origname=Contig_7_104.804_pilon sw=shovill-skesa/1.1.0 date=20201223:181-13231	4/4	4/4	2/2	1
SRX6601846	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00001|SRX6601846 len=979795 cov=83.6 corr=0 origname=Contig_15_83.5993_pilon sw=shovill-skesa/1.1.0 date=20201226:675195-687620	4/4	3/3	2/2	0
SRX6601847	cap_not_found	-	-	-	-	-	-	-
SRX6601848	type_f	full_gene_complement	bexA,bexB,bexC,bexD,fcs1,fcs2,fcs3,hcsA,hcsB	gnl|contig00001|SRX6601848 len=1041390 cov=85.2 corr=0 origname=Contig_5_85.1905_pilon sw=shovill-skesa/1.1.0 date=20201224:292206-304631	4/4	3/3	2/2	0
SRX6601850	cap_not_found	-	-	-	-	-	-	-
SRX6601851	cap_not_found	-	-	-	-	-	-	-
SRX6601852	cap_not_found	-	-	-	-	-	-	-
SRX6601853	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00001|SRX6601853 len=733450 cov=89.7 corr=0 origname=Contig_9_89.7414_pilon sw=shovill-skesa/1.1.0 date=20210103:320281-332706	4/4	3/3	2/2	0
SRX6601854	cap_not_found	-	-	-	-	-	-	-
SRX6601855	cap_not_found	-	-	-	-	-	-	-
SRX6601856	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00001|SRX6601856 len=698319 cov=79.1 corr=0 origname=Contig_8_79.0629_pilon sw=shovill-skesa/1.1.0 date=20201223:385590-403654	4/4	8/8	2/2	0
SRX6601857	type_b	full_gene_complement,fragmented_locus	bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB;bexA	gnl|contig00016|SRX6601857 len=17356 cov=138.8 corr=0 origname=Contig_29_138.833_pilon sw=shovill-skesa/1.1.0 date=20201225:85-15151;gnl|contig00028|SRX6601857 len=724 cov=65.1 corr=0 origname=Contig_8_65.0881_pilon sw=shovill-skesa/1.1.0 date=20201225:181-723	4/4	4/4	2/2	2
SRX6601858	cap_not_found	-	-	-	-	-	-	-
SRX6601859	type_a	full_gene_complement	bexA,bexB,bexC,bexD,acs1,acs2,acs3,acs4,hcsA,hcsB	gnl|contig00012|SRX6601859 len=15413 cov=151.7 corr=0 origname=Contig_6_151.695_pilon sw=shovill-skesa/1.1.0 date=20201223:181-13231	4/4	4/4	2/2	1
SRX6601860	type_d	full_gene_complement	bexA,bexB,bexC,bexD,dcs1,dcs2,dcs3,dcs4,dcs5,hcsA,hcsB	gnl|contig00001|SRX6601860 len=652783 cov=83.8 corr=0 origname=Contig_11_83.7728_pilon sw=shovill-skesa/1.1.0 date=20201226:329718-345480	4/4	5/5	2/2	2
SRX6601861	cap_not_found	-	-	-	-	-	-	-
SRX6601862	type_a	full_gene_complement	bexA,bexB,bexC,bexD,acs1,acs2,acs3,acs4,hcsA,hcsB	gnl|contig00001|SRX6601862 len=609020 cov=82.0 corr=0 origname=Contig_18_82.0254_pilon sw=shovill-skesa/1.1.0 date=20201226:295447-309599	4/4	4/4	2/2	0
SRX6601863	type_a	full_gene_complement	bexA,bexB,bexC,bexD,acs1,acs2,acs3,acs4,hcsA,hcsB	gnl|contig00013|SRX6601863 len=14719 cov=144.4 corr=0 origname=Contig_7_144.436_pilon sw=shovill-skesa/1.1.0 date=20201224:181-13231	4/4	4/4	2/2	1
SRX6601864	type_a	full_gene_complement	bexA,bexB,bexC,bexD,acs1,acs2,acs3,acs4,hcsA,hcsB	gnl|contig00001|SRX6601864 len=606118 cov=83.1 corr=0 origname=Contig_4_83.118_pilon sw=shovill-skesa/1.1.0 date=20201227:292578-306721	4/4	4/4	2/2	0
SRX6601865	cap_not_found	-	-	-	-	-	-	-
SRX6601866	cap_not_found	-	-	-	-	-	-	-
SRX6601867	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00001|SRX6601867 len=613497 cov=82.5 corr=0 origname=Contig_10_82.4575_pilon sw=shovill-skesa/1.1.0 date=20201222:353890-371954	4/4	8/8	2/2	0
SRX6601868	type_f	full_gene_complement	bexA,bexB,bexC,bexD,fcs1,fcs2,fcs3,hcsA,hcsB	gnl|contig00001|SRX6601868 len=1150206 cov=85.5 corr=0 origname=Contig_9_85.5266_pilon sw=shovill-skesa/1.1.0 date=20201227:400745-413170	4/4	3/3	2/2	0
SRX6601869	cap_not_found	-	-	-	-	-	-	-
SRX6601870	type_a	full_gene_complement,fragmented_locus	bexB,bexC,bexD,acs1,acs2,acs3,acs4,hcsA,hcsB;bexA	gnl|contig00012|SRX6601870 len=14674 cov=329.8 corr=0 origname=Contig_19_329.794_pilon sw=shovill-skesa/1.1.0 date=20201226:85-12492;gnl|contig00019|SRX6601870 len=724 cov=220.4 corr=0 origname=Contig_7_220.395_pilon sw=shovill-skesa/1.1.0 date=20201226:181-723	4/4	4/4	2/2	1
SRX6601871	type_b	full_gene_complement,fragmented_locus	bexA;bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB	gnl|contig00019|SRX6601871 len=724 cov=85.1 corr=0 origname=Contig_9_85.0909_pilon sw=shovill-skesa/1.1.0 date=20201223:181-723;gnl|contig00013|SRX6601871 len=17343 cov=175.7 corr=0 origname=Contig_20_175.719_pilon sw=shovill-skesa/1.1.0 date=20201223:85-15149	4/4	4/4	2/2	1
SRX6601872	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00002|SRX6601872 len=455199 cov=78.7 corr=0 origname=Contig_14_78.678_pilon sw=shovill-skesa/1.1.0 date=20201223:150597-163022	4/4	3/3	2/2	0
SRX6601873	type_b	full_gene_complement,fragmented_locus	bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB;bexA	gnl|contig00017|SRX6601873 len=17356 cov=140.8 corr=0 origname=Contig_34_140.811_pilon sw=shovill-skesa/1.1.0 date=20210103:85-15151;gnl|contig00034|SRX6601873 len=724 cov=71.9 corr=0 origname=Contig_4_71.9361_pilon sw=shovill-skesa/1.1.0 date=20210103:181-723	4/4	4/4	2/2	2
SRX6601874	cap_not_found	-	-	-	-	-	-	-
SRX6601875	type_b	full_gene_complement,fragmented_locus	bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB;bexA	gnl|contig00019|SRX6601875 len=15063 cov=173.4 corr=0 origname=Contig_32_173.42_pilon sw=shovill-skesa/1.1.0 date=20201226:85-15061;gnl|contig00031|SRX6601875 len=724 cov=77.9 corr=0 origname=Contig_7_77.9332_pilon sw=shovill-skesa/1.1.0 date=20201226:181-723	4/4	4/4	2/2	2
SRX6601877	cap_not_found	-	-	-	-	-	-	-
SRX6601878	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00001|SRX6601878 len=450443 cov=90.8 corr=0 origname=Contig_9_90.7935_pilon sw=shovill-skesa/1.1.0 date=20201228:25407-43471	4/4	8/8	2/2	0
SRX6601879	cap_not_found	-	-	-	-	-	-	-
