task_id	hash	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem
5216	66/587aed	532443	blast_genes	GA87176	blast_genes (GA87176)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	4	4h	-	1 GB	1	2020-12-22 06:34:12.814	2020-12-22 06:34:52.815	13m 45s	30.6s	general	115.3%	0.0%	25.3 MB	38.6 MB
5207	9f/f7be3e	532433	qc_reads	GA87991	qc_reads (GA87991)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	4	4h	-	3 GB	1	2020-12-22 06:31:17.814	2020-12-22 06:35:07.814	15m 45s	3m 42s	general	369.8%	4.1%	4.5 GB	20.9 GB
5202	ed/c92bd6	532427	call_variants	GA87672 - GCF_000027305	call_variants (GA87672 - GCF_000027305)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-22 06:30:22.838	2020-12-22 06:35:12.814	17m	4m 41s	general	226.2%	0.6%	690.8 MB	8 GB
5198	6c/7b52e2	532430	ariba_analysis	GA87672 - vfdb_core	ariba_analysis (GA87672 - vfdb_core)	COMPLETED	0	-	/opt/bactopia/singularity/ariba_analysis-1.5.x.simg	3	4h	-	2 GB	1	2020-12-22 06:30:32.814	2020-12-22 06:35:22.815	16m 35s	4m 51s	general	225.9%	0.8%	1 GB	16.9 GB
5203	bd/4294ee	532431	assemble_genome	GA87672	assemble_genome (GA87672)	COMPLETED	0	-	/opt/bactopia/singularity/assemble_genome-1.5.x.simg	3	30m	-	8 GB	1	2020-12-22 06:30:32.816	2020-12-22 06:35:32.816	16m 45s	4m 57s	general	219.6%	1.9%	2.5 GB	13.1 GB
5218	d1/f3f4f5	532444	count_31mers	GA87697	count_31mers (GA87697)	COMPLETED	0	-	/opt/bactopia/singularity/count_31mers-1.5.x.simg	4	4h	-	8 GB	1	2020-12-22 06:34:42.828	2020-12-22 06:35:42.816	14m 20s	56s	general	335.1%	5.7%	7.2 GB	7.3 GB
5228	53/1353fd	532452	qc_final_summary	GA87697	qc_final_summary (GA87697)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	2	4h	-	1 GB	1	2020-12-22 06:35:22.819	2020-12-22 06:35:47.816	13m	22.8s	general	191.8%	0.5%	621.8 MB	3.5 GB
5200	51/80a790	532426	call_variants	GA87672 - GCF_900475535	call_variants (GA87672 - GCF_900475535)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-22 06:30:12.811	2020-12-22 06:36:02.815	17m 50s	5m 45s	general	232.4%	0.5%	733 MB	8 GB
5220	d5/7e6ae4	532446	ariba_analysis	GA87697 - card	ariba_analysis (GA87697 - card)	COMPLETED	0	-	/opt/bactopia/singularity/ariba_analysis-1.5.x.simg	3	4h	-	2 GB	1	2020-12-22 06:34:47.821	2020-12-22 06:36:02.820	14m 20s	1m 16s	general	220.0%	0.6%	840.3 MB	16.9 GB
5221	b5/acf751	532449	minmer_sketch	GA87697	minmer_sketch (GA87697)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 06:34:52.823	2020-12-22 06:36:32.818	14m 5s	1m 34s	general	110.3%	0.0%	27.4 MB	3.1 GB
5227	dc/20a413	532453	mapping_query	GA87697}	mapping_query (GA87697})	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	4	4h	-	1 GB	1	2020-12-22 06:35:42.830	2020-12-22 06:37:07.818	14m 20s	1m 14s	general	254.7%	0.3%	427.8 MB	876.9 MB
5170	cd/d16f28	532396	plasmid_blast	GA87077	plasmid_blast (GA87077)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	4	4h	-	3 GB	1	2020-12-22 06:27:32.821	2020-12-22 06:37:47.818	24m 15s	10m 13s	general	393.5%	2.4%	3.1 GB	3.2 GB
5226	19/fd3443	532451	call_variants	GA87697 - GA81666	call_variants (GA87697 - GA81666)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-22 06:35:12.818	2020-12-22 06:37:52.819	15m 5s	2m 35s	general	196.0%	0.8%	880.7 MB	8 GB
5230	b8/92f353	532456	antimicrobial_resistance	GA87176	antimicrobial_resistance (GA87176)	COMPLETED	0	-	/opt/bactopia/singularity/antimicrobial_resistance-1.5.x.simg	4	4h	-	1 GB	1	2020-12-22 06:36:02.825	2020-12-22 06:37:52.832	14m 5s	1m 47s	general	203.0%	0.0%	131.5 MB	262.5 MB
5212	8c/e24053	532438	call_variants_auto	GA87176 - GCF_014931495	call_variants_auto (GA87176 - GCF_014931495)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-22 06:32:32.817	2020-12-22 06:37:57.819	18m 5s	5m 14s	general	224.3%	0.7%	761.5 MB	8 GB
5233	5b/88ea7b	532458	download_references	GA87475 - 1 reference(s)	download_references (GA87475 - 1 reference(s))	COMPLETED	0	-	/opt/bactopia/singularity/download_references-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 06:37:47.821	2020-12-22 06:38:02.819	14m 10s	7s	general	80.2%	0.2%	259.1 MB	2.5 GB
5223	da/805a2a	532447	ariba_analysis	GA87697 - vfdb_core	ariba_analysis (GA87697 - vfdb_core)	COMPLETED	0	-	/opt/bactopia/singularity/ariba_analysis-1.5.x.simg	3	4h	-	2 GB	1	2020-12-22 06:34:47.822	2020-12-22 06:38:27.819	16m 40s	3m 42s	general	241.6%	0.8%	1 GB	18.3 GB
5231	09/2d34ec	532457	minmer_query	GA87475 - genbank-k21.json.gz	minmer_query (GA87475 - genbank-k21.json.gz)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 06:37:07.828	2020-12-22 06:38:42.820	14m 55s	1m 33s	general	99.8%	3.2%	4 GB	4 GB
5225	f8/66b3a8	532448	call_variants	GA87697 - GA54827	call_variants (GA87697 - GA54827)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-22 06:34:52.822	2020-12-22 06:38:52.820	16m 40s	3m 55s	general	234.5%	0.6%	854.9 MB	8 GB
5234	d2/fe1214	532459	minmer_query	GA87475 - genbank-k51.json.gz	minmer_query (GA87475 - genbank-k51.json.gz)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 06:37:52.834	2020-12-22 06:39:07.819	15m	1m 14s	general	99.8%	3.4%	4.3 GB	4.3 GB
5232	ed/330df8	532461	minmer_query	GA87475 - genbank-k31.json.gz	minmer_query (GA87475 - genbank-k31.json.gz)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 06:38:02.822	2020-12-22 06:39:12.820	14m 55s	1m 11s	general	99.8%	3.4%	4.3 GB	4.3 GB
5241	92/370573	532467	estimate_genome_size	GA91339	estimate_genome_size (GA91339)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 06:39:12.825	2020-12-22 06:39:42.820	14m 25s	137ms	general	34.1%	0.0%	0	0
5242	bd/0c0dba	532468	download_references	GA87536 - 1 reference(s)	download_references (GA87536 - 1 reference(s))	COMPLETED	0	-	/opt/bactopia/singularity/download_references-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 06:39:12.827	2020-12-22 06:39:42.825	14m 20s	12.5s	general	51.8%	0.2%	259 MB	266 MB
5240	76/1f2095	532465	qc_original_summary	GA91266	qc_original_summary (GA91266)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	2	4h	-	1 GB	1	2020-12-22 06:38:52.837	2020-12-22 06:39:52.821	15m	55.3s	general	189.5%	0.5%	606 MB	3.7 GB
5236	38/5c6bd5	532462	minmer_query	GA87475 - plsdb.msh	minmer_query (GA87475 - plsdb.msh)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 06:38:42.833	2020-12-22 06:40:12.821	15m 55s	1m 30s	general	181.0%	2.2%	2.7 GB	6.5 GB
5224	3c/8a000c	532454	call_variants	GA87697 - GCF_000027305	call_variants (GA87697 - GCF_000027305)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-22 06:35:42.831	2020-12-22 06:40:17.820	17m 15s	4m 29s	general	230.5%	0.5%	707 MB	8 GB
5222	04/862a6e	532450	assemble_genome	GA87697	assemble_genome (GA87697)	COMPLETED	0	-	/opt/bactopia/singularity/assemble_genome-1.5.x.simg	3	30m	-	8 GB	1	2020-12-22 06:35:07.825	2020-12-22 06:40:37.821	18m 5s	5m 24s	general	225.0%	1.7%	1.8 GB	13.3 GB
5237	e7/e5a7f5	532463	qc_original_summary	GA91113	qc_original_summary (GA91113)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	2	4h	-	1 GB	1	2020-12-22 06:38:42.835	2020-12-22 06:40:57.821	16m 35s	2m 13s	general	184.9%	0.5%	618 MB	3.5 GB
5244	66/41336c	532469	minmer_query	GA87536 - genbank-k31.json.gz	minmer_query (GA87536 - genbank-k31.json.gz)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 06:39:42.829	2020-12-22 06:40:57.824	15m 25s	1m 15s	general	100.2%	3.5%	4.4 GB	4.4 GB
5219	16/4b3ba3	532445	call_variants	GA87697 - GCF_900475535	call_variants (GA87697 - GCF_900475535)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-22 06:34:42.830	2020-12-22 06:41:02.820	19m 25s	6m 13s	general	235.1%	0.6%	750 MB	8 GB
5235	31/11ff84	532460	minmer_query	GA87475 - refseq-k21-s1000.msh	minmer_query (GA87475 - refseq-k21-s1000.msh)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 06:37:57.822	2020-12-22 06:41:28.083	17m 20s	3m 27s	general	143.0%	6.6%	7.2 GB	12 GB
5248	8e/17dbbf	532474	count_31mers	GA87757	count_31mers (GA87757)	COMPLETED	0	-	/opt/bactopia/singularity/count_31mers-1.5.x.simg	4	4h	-	8 GB	1	2020-12-22 06:41:02.825	2020-12-22 06:41:47.830	14m 45s	44.6s	general	379.4%	6.4%	7.1 GB	7.3 GB
5253	d8/eb44c7	532476	assemble_genome	GA87757	assemble_genome (GA87757)	COMPLETED	0	-	/opt/bactopia/singularity/assemble_genome-1.5.x.simg	3	30m	-	8 GB	1	2020-12-22 06:36:42.830	2020-12-22 06:41:57.821	14m 50s	5m 10s	general	219.0%	1.8%	2.3 GB	12.9 GB
5239	bf/c93f7f	532466	qc_reads	GA91266	qc_reads (GA91266)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	4	4h	-	3 GB	1	2020-12-22 06:39:12.823	2020-12-22 06:42:07.821	17m 15s	2m 53s	general	395.1%	2.2%	2.7 GB	20.9 GB
5245	3d/91253f	532472	minmer_query	GA87536 - genbank-k51.json.gz	minmer_query (GA87536 - genbank-k51.json.gz)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 06:40:57.828	2020-12-22 06:42:07.842	15m 40s	1m 9s	general	100.2%	3.3%	4.2 GB	4.2 GB
5247	db/6946e8	532473	minmer_query	GA87536 - plsdb.msh	minmer_query (GA87536 - plsdb.msh)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 06:41:02.823	2020-12-22 06:42:12.822	15m 20s	1m 12s	general	173.1%	2.2%	2.7 GB	6.5 GB
5251	e9/3cda90	532478	qc_final_summary	GA87757	qc_final_summary (GA87757)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	2	4h	-	1 GB	1	2020-12-22 06:41:47.835	2020-12-22 06:42:12.824	15m	21.2s	general	210.6%	0.5%	583.6 MB	3.5 GB
5249	a8/ab96df	532475	minmer_sketch	GA87757	minmer_sketch (GA87757)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 06:41:02.826	2020-12-22 06:42:42.822	15m 35s	1m 36s	general	110.7%	0.0%	27.1 MB	3.1 GB
5250	9a/a87513	532477	ariba_analysis	GA87757 - card	ariba_analysis (GA87757 - card)	COMPLETED	0	-	/opt/bactopia/singularity/ariba_analysis-1.5.x.simg	3	4h	-	2 GB	1	2020-12-22 06:41:28.086	2020-12-22 06:42:42.827	15m 30s	1m 17s	general	235.2%	0.6%	787.6 MB	16.3 GB
5243	a8/8cfb5d	532471	minmer_query	GA87536 - genbank-k21.json.gz	minmer_query (GA87536 - genbank-k21.json.gz)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 06:40:37.832	2020-12-22 06:42:57.822	16m 40s	2m 16s	general	100.1%	3.5%	3.9 GB	3.9 GB
5260	0a/322350	532486	estimate_genome_size	GA95071	estimate_genome_size (GA95071)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 06:42:42.833	2020-12-22 06:42:57.824	15m 10s	52ms	general	76.7%	0.0%	0	0
5262	a1/2aaf24	532487	make_blastdb	GA87475	make_blastdb (GA87475)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 06:42:42.834	2020-12-22 06:42:57.827	15m 5s	564ms	general	95.5%	0.0%	5.5 MB	37.3 MB
5246	95/a3d349	532470	minmer_query	GA87536 - refseq-k21-s1000.msh	minmer_query (GA87536 - refseq-k21-s1000.msh)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 06:40:12.825	2020-12-22 06:43:02.822	17m 20s	2m 47s	general	127.6%	5.7%	7.2 GB	12 GB
5263	ca/f132b4	532489	assembly_qc	GA87475 - quast	assembly_qc (GA87475 - quast)	COMPLETED	0	-	/opt/bactopia/singularity/assembly_qc-1.5.x.simg	3	30m	-	8 GB	1	2020-12-22 06:43:02.824	2020-12-22 06:43:22.822	15m 20s	21.9s	general	101.8%	0.2%	189.2 MB	3.3 GB
5266	ea/44ace3	532492	sequence_type	GA87475 - default - blast	sequence_type (GA87475 - default - blast)	COMPLETED	0	-	/opt/bactopia/singularity/sequence_type-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 06:43:12.823	2020-12-22 06:43:22.826	14m 55s	6.7s	general	92.0%	0.1%	102.9 MB	139.6 MB
5254	0d/fad637	532484	mapping_query	GA87757}	mapping_query (GA87757})	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	4	4h	-	1 GB	1	2020-12-22 06:42:42.830	2020-12-22 06:44:02.823	16m 25s	1m 9s	general	271.2%	0.4%	481 MB	900.9 MB
5261	a5/8a7f2c	532488	annotate_genome	GA87475	annotate_genome (GA87475)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	4	4h	-	1 GB	1	2020-12-22 06:42:57.851	2020-12-22 06:44:07.823	16m 15s	1m 8s	general	266.2%	0.1%	243.9 MB	31.1 GB
5210	0e/f1cc4d	532436	plasmid_blast	GA87107	plasmid_blast (GA87107)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	4	4h	-	3 GB	1	2020-12-22 06:32:07.823	2020-12-22 06:44:22.822	24m 35s	12m 10s	general	393.6%	2.8%	3.1 GB	3.2 GB
5264	f1/821632	532491	sequence_type	GA87475 - default - ariba	sequence_type (GA87475 - default - ariba)	COMPLETED	0	-	/opt/bactopia/singularity/sequence_type-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 06:43:12.821	2020-12-22 06:44:22.825	16m 10s	1m 7s	general	94.6%	0.2%	220.4 MB	6.4 GB
5267	e1/42ec1f	532493	qc_original_summary	GA91241	qc_original_summary (GA91241)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	2	4h	-	1 GB	1	2020-12-22 06:44:02.831	2020-12-22 06:45:17.825	16m 50s	1m 15s	general	196.0%	0.5%	633.6 MB	3.7 GB
5270	83/e66d63	532495	blast_proteins	GA87262	blast_proteins (GA87262)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	4	4h	-	1 GB	1	2020-12-22 06:44:22.827	2020-12-22 06:45:17.828	16m 40s	45s	general	111.2%	0.0%	25.4 MB	42 MB
5214	5b/c9ad76	532440	plasmid_blast	GA87217	plasmid_blast (GA87217)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	4	4h	-	3 GB	1	2020-12-22 06:32:52.817	2020-12-22 06:45:27.824	25m 20s	12m 30s	general	396.1%	2.8%	3.1 GB	3.2 GB
5271	18/cf8460	532499	make_blastdb	GA87536	make_blastdb (GA87536)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 06:45:27.829	2020-12-22 06:45:27.830	16m 20s	519ms	general	95.8%	0.0%	5.5 MB	37.3 MB
5275	e5/4d5c4a	532501	sequence_type	GA87536 - default - blast	sequence_type (GA87536 - default - blast)	COMPLETED	0	-	/opt/bactopia/singularity/sequence_type-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 06:45:27.834	2020-12-22 06:45:32.825	16m 20s	3.2s	general	100.3%	0.1%	117 MB	144.1 MB
5238	49/97c898	532464	qc_reads	GA91113	qc_reads (GA91113)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	4	4h	-	3 GB	1	2020-12-22 06:38:52.834	2020-12-22 06:45:42.826	21m 15s	6m 41s	general	399.3%	2.8%	3.5 GB	20.9 GB
5276	ae/e709db	532500	assembly_qc	GA87536 - quast	assembly_qc (GA87536 - quast)	COMPLETED	0	-	/opt/bactopia/singularity/assembly_qc-1.5.x.simg	3	30m	-	8 GB	1	2020-12-22 06:45:27.833	2020-12-22 06:45:57.827	16m 45s	27.6s	general	75.8%	0.3%	294.2 MB	3.4 GB
5259	d5/33abc5	532485	call_variants_auto	GA87262 - GCF_003351585	call_variants_auto (GA87262 - GCF_003351585)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-22 06:42:42.831	2020-12-22 06:46:17.827	18m 40s	3m 24s	general	224.0%	0.5%	564.3 MB	8 GB
5269	83/f147f8	532496	blast_genes	GA87262	blast_genes (GA87262)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	4	4h	-	1 GB	1	2020-12-22 06:45:17.836	2020-12-22 06:46:17.833	17m 35s	46.5s	general	94.0%	0.0%	25.2 MB	35.6 MB
5257	4a/7a899e	532481	call_variants	GA87757 - GA81666	call_variants (GA87757 - GA81666)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-22 06:42:07.848	2020-12-22 06:46:22.827	18m 55s	4m 3s	general	222.0%	0.7%	907.1 MB	8 GB
5256	d6/b9c394	532482	call_variants	GA87757 - GA54827	call_variants (GA87757 - GA54827)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-22 06:42:12.826	2020-12-22 06:46:22.831	18m 50s	4m 7s	general	217.9%	0.8%	998.5 MB	8.1 GB
5273	4a/a956c0	532497	annotate_genome	GA87536	annotate_genome (GA87536)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	4	4h	-	1 GB	1	2020-12-22 06:45:17.837	2020-12-22 06:46:22.836	17m 15s	57.6s	general	272.5%	0.1%	243.4 MB	33.9 GB
5272	a3/8f4b0d	532502	sequence_type	GA87536 - default - ariba	sequence_type (GA87536 - default - ariba)	COMPLETED	0	-	/opt/bactopia/singularity/sequence_type-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 06:45:32.827	2020-12-22 06:46:27.827	17m 10s	52.2s	general	93.9%	0.1%	251.1 MB	6.6 GB
5258	26/c4d588	532483	call_variants	GA87757 - GCF_000027305	call_variants (GA87757 - GCF_000027305)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-22 06:42:12.827	2020-12-22 06:46:37.828	19m 5s	4m 19s	general	210.5%	0.8%	1 GB	8.1 GB
5287	96/7e0228	532511	qc_final_summary	GA87801	qc_final_summary (GA87801)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	2	4h	-	1 GB	1	2020-12-22 06:46:37.858	2020-12-22 06:47:02.828	16m 50s	22.6s	general	207.7%	0.5%	619 MB	3.7 GB
5255	43/cac4a2	532480	call_variants	GA87757 - GCF_900475535	call_variants (GA87757 - GCF_900475535)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-22 06:41:57.834	2020-12-22 06:47:07.828	19m 45s	5m 7s	general	226.3%	0.6%	806.2 MB	8 GB
5252	34/94359d	532479	ariba_analysis	GA87757 - vfdb_core	ariba_analysis (GA87757 - vfdb_core)	COMPLETED	0	-	/opt/bactopia/singularity/ariba_analysis-1.5.x.simg	3	4h	-	2 GB	1	2020-12-22 06:41:47.836	2020-12-22 06:47:12.827	20m	5m 19s	general	228.9%	0.9%	1.2 GB	18.3 GB
5279	19/064ec2	532505	count_31mers	GA87801	count_31mers (GA87801)	COMPLETED	0	-	/opt/bactopia/singularity/count_31mers-1.5.x.simg	4	4h	-	8 GB	1	2020-12-22 06:46:17.848	2020-12-22 06:47:12.830	17m 30s	55.2s	general	390.7%	6.3%	6.9 GB	7.3 GB
5280	79/801a29	532506	ariba_analysis	GA87801 - card	ariba_analysis (GA87801 - card)	COMPLETED	0	-	/opt/bactopia/singularity/ariba_analysis-1.5.x.simg	3	4h	-	2 GB	1	2020-12-22 06:46:22.857	2020-12-22 06:47:42.828	17m 55s	1m 18s	general	226.8%	0.6%	843.7 MB	16.5 GB
5290	4a/3553ba	532516	download_references	GA87607 - 1 reference(s)	download_references (GA87607 - 1 reference(s))	COMPLETED	0	-	/opt/bactopia/singularity/download_references-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 06:47:42.834	2020-12-22 06:47:52.829	17m 20s	7.7s	general	74.3%	0.2%	258.9 MB	266 MB
5229	b7/6ff38e	532455	plasmid_blast	GA87176	plasmid_blast (GA87176)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	4	4h	-	3 GB	1	2020-12-22 06:35:47.818	2020-12-22 06:48:02.828	24m 35s	12m 13s	general	395.6%	2.8%	3.1 GB	3.2 GB
5278	03/24f062	532504	antimicrobial_resistance	GA87262	antimicrobial_resistance (GA87262)	COMPLETED	0	-	/opt/bactopia/singularity/antimicrobial_resistance-1.5.x.simg	4	4h	-	1 GB	1	2020-12-22 06:46:17.846	2020-12-22 06:48:07.828	18m 25s	1m 50s	general	205.1%	0.0%	131.5 MB	257.4 MB
5285	42/6b6ccd	532513	mapping_query	GA87801}	mapping_query (GA87801})	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	4	4h	-	1 GB	1	2020-12-22 06:47:12.832	2020-12-22 06:48:22.830	18m	1m 1s	general	248.6%	0.4%	448.3 MB	900.9 MB
5284	d3/2dde34	532510	minmer_sketch	GA87801	minmer_sketch (GA87801)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 06:46:37.856	2020-12-22 06:48:27.830	18m 20s	1m 47s	general	110.2%	0.0%	27.3 MB	3.1 GB
5265	3f/9f1fe5	532490	assembly_qc	GA87475 - checkm	assembly_qc (GA87475 - checkm)	COMPLETED	0	-	/opt/bactopia/singularity/assembly_qc-1.5.x.simg	3	30m	-	8 GB	1	2020-12-22 06:43:27.821	2020-12-22 06:48:42.830	20m 30s	5m 10s	general	107.4%	21.3%	26.8 GB	29.9 GB
5268	e9/84b819	532494	qc_reads	GA91241	qc_reads (GA91241)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	4	4h	-	3 GB	1	2020-12-22 06:44:07.827	2020-12-22 06:48:47.830	20m 15s	4m 33s	general	386.3%	4.1%	4.5 GB	20.9 GB
5282	cd/13bcf0	532507	call_variants	GA87801 - GA54827	call_variants (GA87801 - GA54827)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-22 06:46:22.859	2020-12-22 06:48:52.831	19m	2m 26s	general	195.5%	0.7%	945.7 MB	8 GB
5295	ee/41d36c	532517	minmer_query	GA87607 - plsdb.msh	minmer_query (GA87607 - plsdb.msh)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 06:48:02.832	2020-12-22 06:49:32.834	18m 20s	1m 25s	general	193.7%	2.5%	2.7 GB	6.5 GB
5291	59/7ddaba	532518	minmer_query	GA87607 - genbank-k21.json.gz	minmer_query (GA87607 - genbank-k21.json.gz)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 06:48:12.829	2020-12-22 06:49:37.833	18m 20s	1m 26s	general	98.9%	3.6%	3.9 GB	3.9 GB
5292	b9/2dc8da	532519	minmer_query	GA87607 - genbank-k31.json.gz	minmer_query (GA87607 - genbank-k31.json.gz)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 06:48:22.859	2020-12-22 06:49:37.836	18m 10s	1m 12s	general	99.1%	3.9%	4.3 GB	4.3 GB
5293	9a/363cb7	532521	minmer_query	GA87607 - genbank-k51.json.gz	minmer_query (GA87607 - genbank-k51.json.gz)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 06:48:47.855	2020-12-22 06:50:02.835	17m 55s	1m 15s	general	99.5%	3.8%	4.2 GB	4.2 GB
5281	08/506e32	532509	ariba_analysis	GA87801 - vfdb_core	ariba_analysis (GA87801 - vfdb_core)	COMPLETED	0	-	/opt/bactopia/singularity/ariba_analysis-1.5.x.simg	3	4h	-	2 GB	1	2020-12-22 06:46:37.854	2020-12-22 06:50:07.834	20m 10s	3m 25s	general	252.0%	0.8%	974.4 MB	17 GB
5305	32/f61fb7	532529	qc_final_summary	GA87837	qc_final_summary (GA87837)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	2	4h	-	1 GB	1	2020-12-22 06:50:02.839	2020-12-22 06:50:32.835	16m 30s	27s	general	204.2%	0.5%	584.8 MB	3.5 GB
5274	f4/0a3b5b	532498	assembly_qc	GA87536 - checkm	assembly_qc (GA87536 - checkm)	COMPLETED	0	-	/opt/bactopia/singularity/assembly_qc-1.5.x.simg	3	30m	-	8 GB	1	2020-12-22 06:45:27.827	2020-12-22 06:50:37.835	21m 30s	5m 5s	general	104.7%	24.3%	26.8 GB	29.9 GB
